จังหวัด,ปี,ชาย (คน),หญิง (คน),รวม (คน)
จังหวัดภูเก็ต,2563,3249,3121,6370
จังหวัดสุราษฎร์ธานี,2563,5954,5498,11452
จังหวัดระนอง,2563,1024,997,2021
จังหวัดชุมพร,2563,2413,2225,4638
จังหวัดสงขลา,2563,8382,7735,16117
จังหวัดสตูล,2563,1825,1684,3509
จังหวัดตรัง,2563,2859,2705,5564
จังหวัดพัทลุง,2563,1945,1774,3719
จังหวัดปัตตานี,2563,5626,5307,10933
จังหวัดยะลา,2563,5232,5029,10261
จังหวัดนราธิวาส,2563,6115,5851,11966
กรุงเทพมหานคร,2564,31973,29631,61604
จังหวัดสมุทรปราการ,2564,6040,5524,11564
จังหวัดนนทบุรี,2564,3928,3697,7625
จังหวัดปทุมธานี,2564,4973,4625,9598
จังหวัดพระนครศรีอยุธยา,2564,3076,2845,5921
จังหวัดอ่างทอง,2564,804,769,1573
จังหวัดลพบุรี,2564,2439,2298,4737
จังหวัดสิงห์บุรี,2564,736,710,1446
จังหวัดชัยนาท,2564,729,665,1394
จังหวัดสระบุรี,2564,2922,2847,5769
จังหวัดชลบุรี,2564,11819,11166,22985
จังหวัดระยอง,2564,3877,3706,7583
จังหวัดจันทบุรี,2564,2722,2598,5320
จังหวัดตราด,2564,956,883,1839
จังหวัดฉะเชิงเทรา,2564,3258,3057,6315
จังหวัดปราจีนบุรี,2564,2547,2354,4901
จังหวัดนครนายก,2564,1453,1340,2793
จังหวัดสระแก้ว,2564,2520,2335,4855
จังหวัดนครราชสีมา,2564,9907,9290,19197
จังหวัดบุรีรัมย์,2564,5389,5266,10655
จังหวัดสุรินทร์,2564,4959,4527,9486
จังหวัดศรีสะเกษ,2564,4906,4556,9462
จังหวัดอุบลราชธานี,2564,7688,7363,15051
จังหวัดยโสธร,2564,1750,1670,3420
จังหวัดชัยภูมิ,2564,3505,3308,6813
จังหวัดอำนาจเจริญ,2564,1375,1273,2648
จังหวัดบึงกาฬ,2564,1572,1521,3093
จังหวัดหนองบัวลำภู,2564,1712,1637,3349
จังหวัดขอนแก่น,2564,6952,6299,13251
จังหวัดอุดรธานี,2564,5540,5312,10852
จังหวัดเลย,2564,2490,2368,4858
จังหวัดหนองคาย,2564,1894,1790,3684
จังหวัดมหาสารคาม,2564,2714,2672,5386
จังหวัดร้อยเอ็ด,2564,4060,3769,7829
จังหวัดกาฬสินธุ์,2564,3063,2891,5954
จังหวัดสกลนคร,2564,4306,4112,8418
จังหวัดนครพนม,2564,2442,2285,4727
จังหวัดมุกดาหาร,2564,1454,1400,2854
จังหวัดเชียงใหม่,2564,8105,7614,15719
จังหวัดลำพูน,2564,1291,1129,2420
จังหวัดลำปาง,2564,1839,1680,3519
จังหวัดอุตรดิตถ์,2564,1251,1160,2411
จังหวัดแพร่,2564,1086,1005,2091
จังหวัดน่าน,2564,1473,1443,2916
จังหวัดพะเยา,2564,1410,1256,2666
จังหวัดเชียงราย,2564,4773,4514,9287
จังหวัดแม่ฮ่องสอน,2564,1657,1631,3288
จังหวัดนครสวรรค์,2564,3434,3171,6605
จังหวัดอุทัยธานี,2564,1121,1003,2124
จังหวัดกำแพงเพชร,2564,2197,2060,4257
จังหวัดตาก,2564,4843,4331,9174
จังหวัดสุโขทัย,2564,1517,1518,3035
จังหวัดพิษณุโลก,2564,3306,3102,6408
จังหวัดพิจิตร,2564,1605,1562,3167
จังหวัดเพชรบูรณ์,2564,3052,2911,5963
จังหวัดราชบุรี,2564,3716,3492,7208
จังหวัดกาญจนบุรี,2564,3518,3377,6895
จังหวัดสุพรรณบุรี,2564,3122,2987,6109
จังหวัดนครปฐม,2564,3082,2974,6056
จังหวัดสมุทรสาคร,2564,3335,3215,6550
จังหวัดสมุทรสงคราม,2564,406,437,843
จังหวัดเพชรบุรี,2564,1629,1596,3225
จังหวัดประจวบคีรีขันธ์,2564,2394,2227,4621
จังหวัดนครศรีธรรมราช,2564,6628,6430,13058
จังหวัดกระบี่,2564,2559,2459,5018
จังหวัดพังงา,2564,946,914,1860
จังหวัดภูเก็ต,2564,2496,2311,4807
จังหวัดสุราษฎร์ธานี,2564,5283,4896,10179
จังหวัดระนอง,2564,859,821,1680
จังหวัดชุมพร,2564,2293,2183,4476
จังหวัดสงขลา,2564,7816,7334,15150
จังหวัดสตูล,2564,1704,1458,3162
จังหวัดตรัง,2564,2595,2482,5077
จังหวัดพัทลุง,2564,1697,1707,3404
จังหวัดปัตตานี,2564,5192,5091,10283
จังหวัดยะลา,2564,5073,4682,9755
จังหวัดนราธิวาส,2564,5798,5497,11295
